Activity,OptionName,OptionWeight,Agriculture output,Utilities output,Utilities Office Support,Construction of Buildings output,Construction of Buildings Office Support,Construction Non-Building (including mining) output,Construction Non-Building (including mining) Office Support,Manufacturing output,Manufacturing Office Support,Wholesale and Warehousing output,Transportation Activity output,Retail Activity output,Professional and Business Services output,Professional and Business Services (Building Maintenance) output,Private Education K-12 output,Private Education Post K-12 and Other output,Health Services output,Amusement Services (events tracks theme parks country clubs) output,Personal Services Office Based output,Personal Services Retail Based output,Restaurants and Bars Activity output,Private Households output,Hotels Activity output,Religious Activity output,State and Local Government Enterprises Activity output,Public Education K-12 output,Public Education Post K-12 and Other output,State and Local Non-Education Activity output,State and Local Non-Education Activity Office Support,Federal Military Activity output,Federal Non-Military Activity output,Owner-Occupied Dwellings Management and Maintenance,Scrap and Other,Adjustments,K-12 Instruction,Air Pollution,Water Pollution,Solid Waste,Payroll Tax Receipts,Other Tax Receipts,Other Property Income Receipts,Indirect Business Tax Receipts,Capital Investment Certificates,Investment Earnings Receipts,Government Support Receipts,Other Transfers and Adjustments Receipts,Management Business Science and Arts Labor,Services Labor,Work at Home Labor,Sales and Office Labor,Natural Resources Construction and Maintenance Labor,Production Transportation and Material Moving Labor,Military Labor,Agriculture and Mining Space,Light Industrial Space,Heavy Industry Space,Office Space,Retail Space,Depot Space,Hotel Space,Primary Schools,Secondary Schools,Post-Secondary Institution Space,College Dormitory Space,Health Care Space,Religious Space,Recreation Space,Active Park Space,Government Operations Space,Spaced Rural Residential Economy,Spaced Rural Residential Luxury,Single Family Detached Residential Economy,Single Family Detached Residential Luxury,Single Family Attached Residential Economy,Single Family Attached Residential Luxury,Multi-Family Residential Economy,Multi-Family Residential Luxury,Mobile Home Residential,Military Residential (Non GQ),Post K-12 and Other Instruction,ResUnitSF,ResUnitMF,ResUnitMH,Agriculture output:1,Utilities output:1,Utilities Office Support:1,Construction of Buildings output:1,Construction of Buildings Office Support:1,Construction Non-Building (including mining) output:1,Construction Non-Building (including mining) Office Support:1,Manufacturing output:1,Manufacturing Office Support:1,Wholesale and Warehousing output:1,Transportation Activity output:1,Retail Activity output:1,Professional and Business Services output:1,Professional and Business Services (Building Maintenance) output:1,Private Education K-12 output:1,Private Education Post K-12 and Other output:1,Health Services output:1,Amusement Services (events tracks theme parks country clubs) output:1,Personal Services Office Based output:1,Personal Services Retail Based output:1,Restaurants and Bars Activity output:1,Private Households output:1,Hotels Activity output:1,Religious Activity output:1,State and Local Government Enterprises Activity output:1,Public Education K-12 output:1,Public Education Post K-12 and Other output:1,State and Local Non-Education Activity output:1,State and Local Non-Education Activity Office Support:1,Federal Military Activity output:1,Federal Non-Military Activity output:1,Owner-Occupied Dwellings Management and Maintenance:1,Scrap and Other:1,Adjustments:1,K-12 Instruction:1,Air Pollution:1,Water Pollution:1,Solid Waste:1,Payroll Tax Receipts:1,Other Tax Receipts:1,Other Property Income Receipts:1,Indirect Business Tax Receipts:1,Capital Investment Certificates:1,Investment Earnings Receipts:1,Government Support Receipts:1,Other Transfers and Adjustments Receipts:1,Management Business Science and Arts Labor:1,Services Labor:1,Work at Home Labor:1,Sales and Office Labor:1,Natural Resources Construction and Maintenance Labor:1,Production Transportation and Material Moving Labor:1,Military Labor:1,Agriculture and Mining Space:1,Light Industrial Space:1,Heavy Industry Space:1,Office Space:1,Retail Space:1,Depot Space:1,Hotel Space:1,Primary Schools:1,Secondary Schools:1,Post-Secondary Institution Space:1,College Dormitory Space:1,Health Care Space:1,Religious Space:1,Recreation Space:1,Active Park Space:1,Government Operations Space:1,Spaced Rural Residential Economy:1,Spaced Rural Residential Luxury:1,Single Family Detached Residential Economy:1,Single Family Detached Residential Luxury:1,Single Family Attached Residential Economy:1,Single Family Attached Residential Luxury:1,Multi-Family Residential Economy:1,Multi-Family Residential Luxury:1,Mobile Home Residential:1,Military Residential (Non GQ):1,Post K-12 and Other Instruction:1,ResUnitSF:1,ResUnitMF:1,ResUnitMH:1
Households less than 25k annual income and 2 or less people,Households less than 25k annual income and 2 or less people | Less Single Family Attached Residential Economy | More Natural Resources Construction and Maintenance Labor | Less Post K-12 and Other Instruction,2.0190782120295157e-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.6,1270,0,0,0,0,0,0,2120,0,0,0,17800,770,0,0,0,0,25000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-378,-2140,0,0,0,-1.35,0,-12300,0,-3280,-1000,-6490,-9720,-159,-77.8,-1070,-11300,-834,-860,-1570,-2050,-104,-343,-345,-300,0,0,0,0,0,-49,-4350,-478,0,0,0,0,0,0,-2530,0,0,-175,-17600,0,-1030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-940,0,0,0,0,0,0,-1,0,0
Households less than 25k annual income and 2 or less people,Households less than 25k annual income and 2 or less people | Less Single Family Attached Residential Economy | More Natural Resources Construction and Maintenance Labor | More K-12 Instruction,1.7962489401603667e-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.6,1270,0,0,0,0,0,0,2120,0,0,0,17800,770,0,0,0,0,25000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-378,-2140,0,0,0,-1.35,0,-12300,0,-3280,-1000,-6490,-9720,-159,-77.8,-1070,-11300,-834,-860,-1570,-2050,-104,-343,-345,-300,0,0,0,0,0,-49,-4350,-478,0,-1,0,0,0,0,-2530,0,0,-175,-17600,0,-1030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-940,0,0,0,0,0,0,-1,0,0
Households less than 25k annual income and 2 or less people,Households less than 25k annual income and 2 or less people | Less Single Family Attached Residential Economy | More Natural Resources Construction and Maintenance Labor | More Post K-12 and Other Instruction,6.518268377311234e-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.6,1270,0,0,0,0,0,0,2120,0,0,0,17800,770,0,0,0,0,25000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-378,-2140,0,0,0,-1.35,0,-12300,0,-3280,-1000,-6490,-9720,-159,-77.8,-1070,-11300,-834,-860,-1570,-2050,-104,-343,-345,-300,0,0,0,0,0,-49,-4350,-478,0,0,0,0,0,0,-2530,0,0,-175,-17600,0,-1030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-940,0,0,0,0,0,-1,-1,0,0
Households less than 25k annual income and 2 or less people,Households less than 25k annual income and 2 or less people | Less Single Family Attached Residential Economy | More Production Transportation and Material Moving Labor | Less K-12 Instruction,4.6304003927281466e-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.6,1270,0,0,0,0,0,0,2120,0,0,0,17800,770,0,0,0,0,0,25000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-378,-2140,0,0,0,-1.35,0,-12300,0,-3280,-1000,-6490,-9720,-159,-77.8,-1070,-11300,-834,-860,-1570,-2050,-104,-343,-345,-300,0,0,0,0,0,-49,-4350,-478,0,0,0,0,0,0,-2530,0,0,-175,-17600,0,-1030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-940,0,0,0,0,0,0,-1,0,0
Households less than 25k annual income and 2 or less people,Households less than 25k annual income and 2 or less people | Less Single Family Attached Residential Economy | More Production Transportation and Material Moving Labor | Less Post K-12 and Other Instruction,4.5346808929831354e-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.6,1270,0,0,0,0,0,0,2120,0,0,0,17800,770,0,0,0,0,0,25000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-378,-2140,0,0,0,-1.35,0,-12300,0,-3280,-1000,-6490,-9720,-159,-77.8,-1070,-11300,-834,-860,-1570,-2050,-104,-343,-345,-300,0,0,0,0,0,-49,-4350,-478,0,0,0,0,0,0,-2530,0,0,-175,-17600,0,-1030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-940,0,0,0,0,0,0,-1,0,0
Households less than 25k annual income and 2 or less people,Households less than 25k annual income and 2 or less people | Less Single Family Attached Residential Economy | More Production Transportation and Material Moving Labor | More K-12 Instruction,2.7325669621014885e-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.6,1270,0,0,0,0,0,0,2120,0,0,0,17800,770,0,0,0,0,0,25000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-378,-2140,0,0,0,-1.35,0,-12300,0,-3280,-1000,-6490,-9720,-159,-77.8,-1070,-11300,-834,-860,-1570,-2050,-104,-343,-345,-300,0,0,0,0,0,-49,-4350,-478,0,-1,0,0,0,0,-2530,0,0,-175,-17600,0,-1030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-940,0,0,0,0,0,0,-1,0,0
Households less than 25k annual income and 2 or less people,Households less than 25k annual income and 2 or less people | Less Single Family Attached Residential Economy | More Production Transportation and Material Moving Labor | More Post K-12 and Other Instruction,9.916000182224934e-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.6,1270,0,0,0,0,0,0,2120,0,0,0,17800,770,0,0,0,0,0,25000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-378,-2140,0,0,0,-1.35,0,-12300,0,-3280,-1000,-6490,-9720,-159,-77.8,-1070,-11300,-834,-860,-1570,-2050,-104,-343,-345,-300,0,0,0,0,0,-49,-4350,-478,0,0,0,0,0,0,-2530,0,0,-175,-17600,0,-1030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-940,0,0,0,0,0,-1,-1,0,0
Households less than 25k annual income and 2 or less people,Households less than 25k annual income and 2 or less people | Less Single Family Attached Residential Economy | More Sales and Office Labor | Less K-12 Instruction,5.986621424746251e-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.6,1270,0,0,0,0,0,0,2120,0,0,0,17800,770,0,0,0,25000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-378,-2140,0,0,0,-1.35,0,-12300,0,-3280,-1000,-6490,-9720,-159,-77.8,-1070,-11300,-834,-860,-1570,-2050,-104,-343,-345,-300,0,0,0,0,0,-49,-4350,-478,0,0,0,0,0,0,-2530,0,0,-175,-17600,0,-1030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-940,0,0,0,0,0,0,-1,0,0
Households less than 25k annual income and 2 or less people,Households less than 25k annual income and 2 or less people | Less Single Family Attached Residential Economy | More Sales and Office Labor | Less Post K-12 and Other Instruction,5.862866164004779e-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.6,1270,0,0,0,0,0,0,2120,0,0,0,17800,770,0,0,0,25000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-378,-2140,0,0,0,-1.35,0,-12300,0,-3280,-1000,-6490,-9720,-159,-77.8,-1070,-11300,-834,-860,-1570,-2050,-104,-343,-345,-300,0,0,0,0,0,-49,-4350,-478,0,0,0,0,0,0,-2530,0,0,-175,-17600,0,-1030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-940,0,0,0,0,0,0,-1,0,0
Households less than 25k annual income and 2 or less people,Households less than 25k annual income and 2 or less people | Less Single Family Attached Residential Economy | More Sales and Office Labor | More K-12 Instruction,9.191848040253516e-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.6,1270,0,0,0,0,0,0,2120,0,0,0,17800,770,0,0,0,25000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-378,-2140,0,0,0,-1.35,0,-12300,0,-3280,-1000,-6490,-9720,-159,-77.8,-1070,-11300,-834,-860,-1570,-2050,-104,-343,-345,-300,0,0,0,0,0,-49,-4350,-478,0,-1,0,0,0,0,-2530,0,0,-175,-17600,0,-1030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-940,0,0,0,0,0,0,-1,0,0
Households less than 25k annual income and 2 or less people,Households less than 25k annual income and 2 or less people | Less Single Family Attached Residential Economy | More Sales and Office Labor | More Post K-12 and Other Instruction,3.335558400078192e-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.6,1270,0,0,0,0,0,0,2120,0,0,0,17800,770,0,0,0,25000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-378,-2140,0,0,0,-1.35,0,-12300,0,-3280,-1000,-6490,-9720,-159,-77.8,-1070,-11300,-834,-860,-1570,-2050,-104,-343,-345,-300,0,0,0,0,0,-49,-4350,-478,0,0,0,0,0,0,-2530,0,0,-175,-17600,0,-1030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-940,0,0,0,0,0,-1,-1,0,0
Households less than 25k annual income and 2 or less people,Households less than 25k annual income and 2 or less people | Less Single Family Attached Residential Economy | More Services Labor | Less K-12 Instruction,4.227967339327707e-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.6,1270,0,0,0,0,0,0,2120,0,0,0,17800,770,0,25000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-378,-2140,0,0,0,-1.35,0,-12300,0,-3280,-1000,-6490,-9720,-159,-77.8,-1070,-11300,-834,-860,-1570,-2050,-104,-343,-345,-300,0,0,0,0,0,-49,-4350,-478,0,0,0,0,0,0,-2530,0,0,-175,-17600,0,-1030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-940,0,0,0,0,0,0,-1,0,0
Households less than 25k annual income and 2 or less people,Households less than 25k annual income and 2 or less people | Less Single Family Attached Residential Economy | More Services Labor | Less Post K-12 and Other Instruction,4.140566923740698e-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.6,1270,0,0,0,0,0,0,2120,0,0,0,17800,770,0,25000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-378,-2140,0,0,0,-1.35,0,-12300,0,-3280,-1000,-6490,-9720,-159,-77.8,-1070,-11300,-834,-860,-1570,-2050,-104,-343,-345,-300,0,0,0,0,0,-49,-4350,-478,0,0,0,0,0,0,-2530,0,0,-175,-17600,0,-1030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-940,0,0,0,0,0,0,-1,0,0
Households less than 25k annual income and 2 or less people,Households less than 25k annual income and 2 or less people | Less Single Family Attached Residential Economy | More Services Labor | More K-12 Instruction,8.144697904800142e-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.6,1270,0,0,0,0,0,0,2120,0,0,0,17800,770,0,25000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-378,-2140,0,0,0,-1.35,0,-12300,0,-3280,-1000,-6490,-9720,-159,-77.8,-1070,-11300,-834,-860,-1570,-2050,-104,-343,-345,-300,0,0,0,0,0,-49,-4350,-478,0,-1,0,0,0,0,-2530,0,0,-175,-17600,0,-1030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-940,0,0,0,0,0,0,-1,0,0
Households less than 25k annual income and 2 or less people,Households less than 25k annual income and 2 or less people | Less Single Family Attached Residential Economy | More Services Labor | More Post K-12 and Other Instruction,2.9555662140500473e-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.6,1270,0,0,0,0,0,0,2120,0,0,0,17800,770,0,25000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-378,-2140,0,0,0,-1.35,0,-12300,0,-3280,-1000,-6490,-9720,-159,-77.8,-1070,-11300,-834,-860,-1570,-2050,-104,-343,-345,-300,0,0,0,0,0,-49,-4350,-478,0,0,0,0,0,0,-2530,0,0,-175,-17600,0,-1030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-940,0,0,0,0,0,-1,-1,0,0
Households less than 25k annual income and 2 or less people,Households less than 25k annual income and 2 or less people | Less Single Family Attached Residential Economy | More Work at Home Labor | Less K-12 Instruction,4.103700211028657e-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.6,1270,0,0,0,0,0,0,2120,0,0,0,17800,770,0,0,25000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-378,-2140,0,0,0,-1.35,0,-12300,0,-3280,-1000,-6490,-9720,-159,-77.8,-1070,-11300,-834,-860,-1570,-2050,-104,-343,-345,-300,0,0,0,0,0,-49,-4350,-478,0,0,0,0,0,0,-2530,0,0,-175,-17600,0,-1030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-940,0,0,0,0,0,0,-1,0,0
Households less than 25k annual income and 2 or less people,Households less than 25k annual income and 2 or less people | Less Single Family Attached Residential Economy | More Work at Home Labor | Less Post K-12 and Other Instruction,4.0188686418365364e-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.6,1270,0,0,0,0,0,0,2120,0,0,0,17800,770,0,0,25000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-378,-2140,0,0,0,-1.35,0,-12300,0,-3280,-1000,-6490,-9720,-159,-77.8,-1070,-11300,-834,-860,-1570,-2050,-104,-343,-345,-300,0,0,0,0,0,-49,-4350,-478,0,0,0,0,0,0,-2530,0,0,-175,-17600,0,-1030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-940,0,0,0,0,0,0,-1,0,0
Households less than 25k annual income and 2 or less people,Households less than 25k annual income and 2 or less people | Less Single Family Attached Residential Economy | More Work at Home Labor | More K-12 Instruction,2.5504046213061914e-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.6,1270,0,0,0,0,0,0,2120,0,0,0,17800,770,0,0,25000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-378,-2140,0,0,0,-1.35,0,-12300,0,-3280,-1000,-6490,-9720,-159,-77.8,-1070,-11300,-834,-860,-1570,-2050,-104,-343,-345,-300,0,0,0,0,0,-49,-4350,-478,0,-1,0,0,0,0,-2530,0,0,-175,-17600,0,-1030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-940,0,0,0,0,0,0,-1,0,0
Households less than 25k annual income and 2 or less people,Households less than 25k annual income and 2 or less people | Less Single Family Attached Residential Economy | More Work at Home Labor | More Post K-12 and Other Instruction,9.254965400800408e-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.6,1270,0,0,0,0,0,0,2120,0,0,0,17800,770,0,0,25000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-378,-2140,0,0,0,-1.35,0,-12300,0,-3280,-1000,-6490,-9720,-159,-77.8,-1070,-11300,-834,-860,-1570,-2050,-104,-343,-345,-300,0,0,0,0,0,-49,-4350,-478,0,0,0,0,0,0,-2530,0,0,-175,-17600,0,-1030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-940,0,0,0,0,0,-1,-1,0,0
Households less than 25k annual income and 2 or less people,Households less than 25k annual income and 2 or less people | Less Single Family Attached Residential Economy | Unemployed Labor | Less K-12 Instruction,0.00021570505336192597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.6,1270,0,0,0,0,0,0,2120,0,0,0,17800,770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-378,-2140,0,0,0,-1.35,0,-12300,0,-3280,-1000,-6490,-9720,-159,-77.8,-1070,-11300,-834,-860,-1570,-2050,-104,-343,-345,-300,0,0,0,0,0,-49,-4350,-478,0,0,0,0,0,0,-2530,0,0,-175,-17600,0,-1030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-940,0,0,0,0,0,0,-1,0,0
Households less than 25k annual income and 2 or less people,Households less than 25k annual income and 2 or less people | Less Single Family Attached Residential Economy | Unemployed Labor | Less Post K-12 and Other Instruction,0.00020905116717253897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.6,1270,0,0,0,0,0,0,2120,0,0,0,17800,770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-378,-2140,0,0,0,-1.35,0,-12300,0,-3280,-1000,-6490,-9720,-159,-77.8,-1070,-11300,-834,-860,-1570,-2050,-104,-343,-345,-300,0,0,0,0,0,-49,-4350,-478,0,0,0,0,0,0,-2530,0,0,-175,-17600,0,-1030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-940,0,0,0,0,0,0,-1,0,0
Households less than 25k annual income and 2 or less people,Households less than 25k annual income and 2 or less people | Less Single Family Attached Residential Economy | Unemployed Labor | More K-12 Instruction,8.33981232086374e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.6,1270,0,0,0,0,0,0,2120,0,0,0,17800,770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-378,-2140,0,0,0,-1.35,0,-12300,0,-3280,-1000,-6490,-9720,-159,-77.8,-1070,-11300,-834,-860,-1570,-2050,-104,-343,-345,-300,0,0,0,0,0,-49,-4350,-478,0,-1,0,0,0,0,-2530,0,0,-175,-17600,0,-1030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-940,0,0,0,0,0,0,-1,0,0
Households less than 25k annual income and 2 or less people,Households less than 25k annual income and 2 or less people | Less Single Family Attached Residential Economy | Unemployed Labor | More Post K-12 and Other Instruction,1.1213973315782039e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.6,1270,0,0,0,0,0,0,2120,0,0,0,17800,770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-378,-2140,0,0,0,-1.35,0,-12300,0,-3280,-1000,-6490,-9720,-159,-77.8,-1070,-11300,-834,-860,-1570,-2050,-104,-343,-345,-300,0,0,0,0,0,-49,-4350,-478,0,0,0,0,0,0,-2530,0,0,-175,-17600,0,-1030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-940,0,0,0,0,0,-1,-1,0,0
Households less than 25k annual income and 2 or less people,Households less than 25k annual income and 2 or less people | Less Single Family Detached Residential Economy | More Management Business Science and Arts Labor | Less K-12 Instruction,2.6129922551380345e-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.6,1270,0,0,0,0,0,0,2120,0,0,0,17800,770,25000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-378,-2140,0,0,0,-1.35,0,-12300,0,-3280,-1000,-6490,-9720,-159,-77.8,-1070,-11300,-834,-860,-1570,-2050,-104,-343,-345,-300,0,0,0,0,0,-49,-4350,-478,0,0,0,0,0,0,-2530,0,0,-175,-17600,0,-1030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1230,0,0,0,0,0,0,0,0,-1,0,0
Households less than 25k annual income and 2 or less people,Households less than 25k annual income and 2 or less people | Less Single Family Detached Residential Economy | More Management Business Science and Arts Labor | Less Post K-12 and Other Instruction,2.5589765566485016e-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.6,1270,0,0,0,0,0,0,2120,0,0,0,17800,770,25000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-378,-2140,0,0,0,-1.35,0,-12300,0,-3280,-1000,-6490,-9720,-159,-77.8,-1070,-11300,-834,-860,-1570,-2050,-104,-343,-345,-300,0,0,0,0,0,-49,-4350,-478,0,0,0,0,0,0,-2530,0,0,-175,-17600,0,-1030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1230,0,0,0,0,0,0,0,0,-1,0,0
