TAZ,Commodity,Quantity
303,Single Family Attached Residential Economy,43374
2462,Government Operations Space,8775
14992,Multi-Family Residential Economy,6956
19325,Light Industrial Space,167833
9320,Single Family Attached Residential Economy,9434
13580,Office Space,5342
5502,Single Family Detached Residential Economy,179999
1866,Depot Space,2300
1081,Multi-Family Residential Economy,140321
12110,Single Family Attached Residential Economy,3543
18442,Retail Space,93751
4792,Light Industrial Space,710553
3612,Single Family Detached Residential Economy,6048
8085,Single Family Detached Residential Economy,1569
17452,Single Family Detached Residential Economy,46996
730,Office Space,20418
1825,Single Family Attached Residential Economy,128575
20894,Spaced Rural Residential Economy,3566
17383,Single Family Attached Residential Economy,14632
1881,Multi-Family Residential Economy,84058
390,Retail Space,28682
10949,Single Family Attached Residential Economy,258841
13708,Single Family Detached Residential Economy,10336
15669,Single Family Detached Residential Economy,876
17682,Multi-Family Residential Economy,107357
14721,Spaced Rural Residential Economy,868
10379,Retail Space,17303
21623,Spaced Rural Residential Economy,23884
9353,Single Family Detached Residential Economy,6375
2451,Single Family Detached Residential Economy,18583
9059,Single Family Attached Residential Economy,2045
11818,Single Family Detached Residential Economy,375535
18160,Office Space,19400
9757,Retail Space,22794
22725,Single Family Detached Residential Economy,13976
5272,Office Space,74073
19501,Single Family Detached Residential Economy,30576
1117,Single Family Detached Residential Economy,68955
7879,Single Family Attached Residential Economy,7000
22675,Active Park Space,54914
740,Single Family Attached Residential Economy,23241
6135,Religious Space,18125
14406,Single Family Detached Residential Economy,35453
7551,Single Family Detached Residential Economy,4018
14230,Single Family Attached Residential Economy,162249
6043,Retail Space,88136
10859,Secondary Schools,204137
2211,Multi-Family Residential Economy,98452
8016,Retail Space,100475
19418,Single Family Detached Residential Economy,13909
2294,Multi-Family Residential Economy,24256
12516,Single Family Detached Residential Economy,40448
8173,Single Family Detached Residential Economy,47985
19242,Single Family Attached Residential Economy,93899
8522,Single Family Detached Residential Economy,650330
16630,Spaced Rural Residential Economy,43073
2345,Single Family Attached Residential Economy,28323
2171,Single Family Detached Residential Economy,6947
15130,Single Family Attached Residential Economy,12804
18068,Hotel Space,10000
10196,Spaced Rural Residential Economy,3430
8605,Single Family Detached Residential Economy,274878
5117,Primary Schools,156416
749,Single Family Detached Residential Economy,33288
6632,Single Family Detached Residential Economy,314791
8742,Religious Space,16674
14038,Single Family Detached Residential Economy,13226
11156,Office Space,10425
12351,Hotel Space,9742
6074,Multi-Family Residential Economy,146516
1831,Retail Space,1125
372,Single Family Attached Residential Economy,25637
14921,Single Family Detached Residential Economy,223106
14900,Office Space,30461
11547,Spaced Rural Residential Economy,12849
1060,Office Space,98594
3767,Single Family Attached Residential Economy,20250
3510,Single Family Detached Residential Economy,32653
12604,Health Care Space,152432
14838,Single Family Detached Residential Economy,18213
9944,Single Family Detached Residential Economy,74363
3684,Single Family Attached Residential Economy,3272
5611,Retail Space,28825
3593,Single Family Detached Residential Economy,13031
2950,Office Space,12000
16713,Spaced Rural Residential Economy,15622
20068,Active Park Space,90987
10994,Single Family Detached Residential Economy,30270
326,Multi-Family Residential Economy,51188
2439,Light Industrial Space,56156
12518,Spaced Rural Residential Economy,162071
711,Office Space,7730
19786,Single Family Detached Residential Economy,31001
1979,Office Space,2558
11723,Single Family Attached Residential Economy,8023
13817,Retail Space,264586
134,Single Family Detached Residential Economy,2220
12167,Single Family Detached Residential Economy,52887
17835,Religious Space,6828
6568,Single Family Detached Residential Economy,56855
4813,Active Park Space,10520
685,Single Family Detached Residential Economy,1508
14774,Single Family Detached Residential Economy,421763
7919,Single Family Detached Residential Economy,58657
1950,Retail Space,6376
1126,Multi-Family Residential Economy,52658
17197,Light Industrial Space,212797
13862,Single Family Attached Residential Economy,4741
10846,Light Industrial Space,1348963
7477,Multi-Family Residential Economy,38538
21759,Single Family Detached Residential Economy,34320
5640,Office Space,124006
14857,Single Family Detached Residential Economy,23114
994,Single Family Attached Residential Economy,7861
9258,Single Family Detached Residential Economy,56222
6275,Government Operations Space,4878
2356,Single Family Detached Residential Economy,5743
13793,Multi-Family Residential Economy,70908
18552,Religious Space,5000
4726,Secondary Schools,213994
18874,Single Family Attached Residential Economy,3795
20374,Spaced Rural Residential Economy,17327
8187,Multi-Family Residential Economy,131450
17604,Single Family Detached Residential Economy,1354853
3741,Single Family Attached Residential Economy,48315
6359,Single Family Detached Residential Economy,169411
16269,Spaced Rural Residential Economy,6817
2983,Single Family Detached Residential Economy,2603
2855,Office Space,10100
22566,Secondary Schools,70702
21022,Government Operations Space,2572
9040,Single Family Attached Residential Economy,4854
1901,Single Family Attached Residential Economy,1627
302,Retail Space,4456
2221,Office Space,4800
14059,Retail Space,15757
1350,Single Family Attached Residential Economy,11590
16186,Spaced Rural Residential Economy,5247
21284,Single Family Detached Residential Economy,4405
14776,Retail Space,249620
15552,Spaced Rural Residential Economy,45622
13677,Single Family Detached Residential Economy,2293
15261,Secondary Schools,46690
8078,Single Family Detached Residential Economy,69624
14052,Single Family Attached Residential Economy,3584
22955,Light Industrial Space,127299
10391,Single Family Attached Residential Economy,1080
9764,Retail Space,161359
2835,Religious Space,17533
10861,Multi-Family Residential Economy,208000
22625,Single Family Attached Residential Economy,8976
5345,Multi-Family Residential Economy,59385
17623,Single Family Detached Residential Economy,205920
4082,Retail Space,95949
9757,Single Family Attached Residential Economy,2936
250,Multi-Family Residential Economy,89633
333,Multi-Family Residential Economy,108063
3700,Single Family Detached Residential Economy,19018
13546,Recreation Space,18300
9123,Single Family Attached Residential Economy,2982
461,Primary Schools,6517
17338,Single Family Detached Residential Economy,4003
17889,Single Family Detached Residential Economy,20587
17796,Single Family Attached Residential Economy,2478
6644,Single Family Detached Residential Economy,11338
967,Multi-Family Residential Economy,50990
10481,Retail Space,18154
12400,Office Space,60374
17972,Single Family Detached Residential Economy,225817
416,Multi-Family Residential Economy,232740
13668,Office Space,5470
13117,Office Space,18327
17255,Single Family Detached Residential Economy,29284
3498,Single Family Detached Residential Economy,7488
22257,Primary Schools,43648
14344,Retail Space,1850
8194,Retail Space,12036
13969,Single Family Attached Residential Economy,11301
1133,Multi-Family Residential Economy,104009
15469,Spaced Rural Residential Economy,23695
633,Single Family Attached Residential Economy,25092
5831,Government Operations Space,15000
13418,Single Family Attached Residential Economy,9049
13043,Single Family Detached Residential Economy,34441
7444,Single Family Detached Residential Economy,8722
13594,Single Family Detached Residential Economy,11819
550,Single Family Attached Residential Economy,5502
20481,Spaced Rural Residential Economy,36544
6727,Single Family Detached Residential Economy,47542
12877,Single Family Detached Residential Economy,27576
670,Retail Space,30181
12784,Single Family Attached Residential Economy,19562
7278,Single Family Detached Residential Economy,5766
14427,Retail Space,6218
467,Single Family Attached Residential Economy,8280
4362,Multi-Family Residential Economy,78276
4773,Light Industrial Space,124225
15818,Spaced Rural Residential Economy,76521
982,Single Family Attached Residential Economy,2251
9189,Multi-Family Residential Economy,76873
15267,Spaced Rural Residential Economy,38505
22138,Primary Schools,14369
9272,Multi-Family Residential Economy,2814
22452,Single Family Detached Residential Economy,682007
8038,Single Family Attached Residential Economy,168548
899,Single Family Attached Residential Economy,8864
4939,Light Industrial Space,325935
13684,Single Family Attached Residential Economy,9185
18860,Single Family Detached Residential Economy,14973
10702,Single Family Detached Residential Economy,2770
5103,Single Family Detached Residential Economy,147927
476,Single Family Detached Residential Economy,11735
11253,Single Family Detached Residential Economy,6146
17525,Spaced Rural Residential Economy,7633
2738,Multi-Family Residential Economy,13119
15016,Single Family Detached Residential Economy,250119
9417,Single Family Detached Residential Economy,2828
15567,Single Family Detached Residential Economy,118773
3157,Single Family Attached Residential Economy,1830
9968,Single Family Detached Residential Economy,69571
11639,Light Industrial Space,140819
15391,Single Family Attached Residential Economy,24169
22537,Spaced Rural Residential Economy,53060
20028,Single Family Detached Residential Economy,1590
9793,Office Space,11135
20659,Retail Space,5689
20579,Single Family Detached Residential Economy,130098
8783,Single Family Detached Residential Economy,59827
19935,Single Family Attached Residential Economy,6288
